gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
DRAM2	ENST00000484310	7	2	4,8	3	4,7-8	3	4,7-8
DRC1	ENST00000288710	17	0		0		1	4
DRC2	ENST00000320516	8	0		0		3	2,6,8
DRC4	ENST00000268699	11	0		1	1	4	1,8,10-11
DRD2	ENST00000362072	7	0		0		0	
DRD3	ENST00000383673	6	1	2	1	2	3	2,5,7
DRD4	ENST00000176183	4	2	1,3	3	1-3	3	1-3
DRD5	ENST00000304374	1	0		0		1	1
DRG1	ENST00000331457	9	1	8	1	8	3	3,7-8
DROSHA	ENST00000344624	33	0		2	5,14	5	5,14,17,21,29
DRP2	ENST00000395209	22	0		1	5	9	4-8,15-16,21,23
DSC2	ENST00000280904	16	0		0		0	
DSC3	ENST00000360428	16	0		0		0	
DSCAM	ENST00000400454	33	1	19	2	2,19	11	1-2,6-9,11-12,19,25,33
DSCAML1	ENST00000651296	33	0		1	1	3	1-2,10
DSE	ENST00000644252	5	1	6	1	6	3	3,5-6
DSG1	ENST00000257192	15	0		1	15	1	15
DSG2	ENST00000261590	15	0		2	1,14	2	1,14
DSG3	ENST00000257189	16	1	9	5	9,11-12,15-16	8	8-13,15-16
DSG4	ENST00000308128	16	0		0		2	12,16
DSP	ENST00000379802	24	0		0		0	
DSPP	ENST00000651931	4	0		0		0	
DST	ENST00000370765	24	0		0		0	
DST	ENST00000680361	104	3	7,60,66	12	7,47-48,52,60,62,65-66,74,87,89,104	33	7,10,12,40-41,43-48,52,57-58,60-62,65-66,68,74-75,79,81,83,87,89,91-92,96,99,101,104
DSTYK	ENST00000367162	13	0		1	3	5	2-3,6,9,13
DTHD1	ENST00000639862	10	1	1	2	1,6	8	1-7,10
DTNA	ENST00000444659	21	0		0		1	11
DTNBP1	ENST00000344537	10	0		0		0	
DTYMK	ENST00000305784	5	0		0		0	
DUOX1	ENST00000389037	33	0		0		0	
DUOX2	ENST00000389039	33	0		0		0	
DUOXA1	ENST00000560572	6	0		0		2	4,9
DUOXA2	ENST00000323030	6	0		1	6	1	6
DUSP6	ENST00000279488	3	0		1	3	1	3
DUSP8	ENST00000397374	6	1	7	3	3-4,7	6	2-7
DUT	ENST00000331200	7	0		1	1	3	1,3,5
DUX4	ENST00000565211	1	0		0		0	
DVL1	ENST00000378888	15	0		1	3	2	3,15
DVL2	ENST00000005340	15	1	14	2	6,14	3	6,10,14
DVL3	ENST00000313143	15	0		0		1	1
DYM	ENST00000675505	17	0		0		1	14
DYNC1H1	ENST00000360184	78	0		0		0	
DYNC1I1	ENST00000447467	16	0		0		3	11-12,16
DYNC1I2	ENST00000397119	17	0		0		6	9,11-14,16
DYNC2H1	ENST00000375735	89	0		0		0	
DYNC2H1	ENST00000650373	90	1	37	9	5-6,11,37,39,44-45,49,57	37	5-6,8-9,11,16-18,30,34,37,39-42,44-45,47-49,51-52,57-58,61-63,66-67,71,77,79,82-85,90
DYNC2I1	ENST00000407559	25	1	1	1	1	5	1,3-5,13
DYNC2I2	ENST00000372715	9	0		3	1-2,7	5	1-2,6-8
DYNC2LI1	ENST00000260605	13	0		0		3	6,10-11
DYNLT2B	ENST00000325318	5	0		0		1	1
DYRK1A	ENST00000647188	11	1	11	2	5,11	8	3,5-8,10-12
DYRK1B	ENST00000323039	10	0		1	11	1	11
DYSF	ENST00000258104	55	0		0		0	
DYSF	ENST00000410020	56	0		0		0	
DZIP1	ENST00000376829	20	0		0		4	5,16-17,22
DZIP1L	ENST00000327532	15	0		2	5,13	3	2,5,13
EARS2	ENST00000449606	9	0		2	4,8	3	1,4,8
EBF2	ENST00000520164	16	0		0		2	9,14
EBF3	ENST00000440978	17	1	8	1	8	4	1-2,8,13
EBP	ENST00000495186	4	0		0		0	
ECE1	ENST00000374893	19	1	1	1	1	1	1
ECE2	ENST00000404464	19	0		1	1	2	1,17
ECEL1	ENST00000304546	17	1	2	1	2	1	2
ECHS1	ENST00000368547	8	1	8	1	8	1	8
ECM1	ENST00000369047	10	0		0		0	
EDA	ENST00000374552	8	0		0		1	3
EDA2R	ENST00000374719	5	0		2	3,6	5	2-6
EDAR	ENST00000258443	11	0		0		0	
EDARADD	ENST00000334232	6	0		0		0	
EDC3	ENST00000315127	6	0		0		3	3-4,6
EDEM3	ENST00000318130	20	0		3	18-20	8	6-7,14-16,18-20
EDN1	ENST00000379375	5	0		0		0	
EDN3	ENST00000337938	5	0		0		0	
EDNRA	ENST00000651419	7	0		1	2	3	2,6-7
EDNRB	ENST00000646607	7	0		0		1	1
EED	ENST00000263360	12	0		1	10	5	2,5-6,10-11
EEF1A2	ENST00000217182	7	0		1	8	2	5,8
EEF1B2	ENST00000392222	6	0		0		1	1
EEF1D	ENST00000618139	8	1	9	2	3,9	4	3,7-9
EEF2	ENST00000309311	15	1	9	2	9,12	2	9,12
EEFSEC	ENST00000254730	7	1	5	2	5,7	3	3,5,7
EFCAB7	ENST00000371088	13	1	9	1	9	7	2,5,8-9,11,13-14
EFEMP1	ENST00000355426	10	0		0		0	
EFEMP2	ENST00000307998	10	0		0		0	
EFHC1	ENST00000371068	11	0		1	3	1	3
EFL1	ENST00000268206	19	1	3	1	3	7	3,6,9-10,17-19
EFNA4	ENST00000368409	4	0		0		0	
EFNB1	ENST00000204961	5	0		0		0	
EFNB2	ENST00000646441	5	0		1	2	1	2
EFTUD2	ENST00000426333	27	1	15	1	15	1	15
EGF	ENST00000265171	24	1	3	1	3	1	3
EGFR	ENST00000275493	28	0		0		0	
EGLN1	ENST00000366641	5	1	1	1	1	1	1
EGR2	ENST00000242480	2	0		0		0	
EHBP1	ENST00000431489	22	0		3	6,11,13	8	6,9-11,13-14,16-17
EHBP1L1	ENST00000309295	19	1	12	4	8-9,12,19	4	8-9,12,19
EHD1	ENST00000320631	5	0		1	1	1	1
EHHADH	ENST00000231887	7	1	5	2	3,5	4	2-3,5-6
EHMT1	ENST00000460843	27	1	1	2	1,3	2	1,3
EHMT2	ENST00000375537	28	21	1-4,7-14,16,18-22,25,27-28	28	1-28	28	1-28
EIF2A	ENST00000460851	14	0		1	10	2	9-10
EIF2AK1	ENST00000199389	15	0		1	1	2	1-2
EIF2AK2	ENST00000233057	15	0		0		4	3,5,13,17
EIF2AK3	ENST00000303236	17	1	1	1	1	2	1,13
EIF2AK4	ENST00000263791	39	0		1	3	9	2-3,7,9,11-12,15,21,25
EIF2B1	ENST00000424014	9	0		0		0	
EIF2B2	ENST00000266126	8	0		0		0	
EIF2B3	ENST00000360403	11	0		0		0	
EIF2B4	ENST00000347454	13	0		0		0	
EIF2B5	ENST00000648915	16	0		0		0	
EIF2S3	ENST00000253039	12	1	6	4	6-7,11-12	9	4-12
EIF3F	ENST00000651655	8	0		2	1,6	3	1,6-7
EIF3I	ENST00000677711	11	0		1	11	2	6,11
EIF4A2	ENST00000323963	11	0		0		1	11
EIF4A3	ENST00000649764	12	0		0		0	
EIF4E	ENST00000450253	7	0		0		0	
EIF4ENIF1	ENST00000330125	18	0		1	17	3	9,12,17
EIF4G1	ENST00000346169	31	0		0		1	10
EIF5A	ENST00000336458	4	0		0		0	
EIF6	ENST00000374450	6	0		1	3	1	3
ELAC2	ENST00000338034	24	0		0		0	
ELANE	ENST00000263621	5	0		0		1	2
ELF4	ENST00000308167	8	0		0		0	
ELFN1	ENST00000424383	1	0		0		1	4
ELMO1	ENST00000310758	21	0		0		2	6,12
ELMO2	ENST00000290246	20	0		1	22	2	5,22
ELMOD1	ENST00000265840	11	0		0		1	5
ELMOD3	ENST00000409013	11	0		1	14	1	14
ELN	ENST00000252034	33	0		0		0	
ELOVL1	ENST00000372458	7	0		0		0	
ELOVL4	ENST00000369816	6	0		0		0	
ELOVL5	ENST00000304434	7	0		1	3	1	3
ELP1	ENST00000374647	36	0		0		0	
ELP2	ENST00000358232	22	0		0		0	
ELP4	ENST00000640961	10	1	2	3	2,4,7	5	2,4,6-7,9
EMC1	ENST00000477853	23	0		0		0	
EMC10	ENST00000334976	7	0		1	7	1	7
EMD	ENST00000369842	6	0		0		0	
EMG1	ENST00000599672	6	0		0		2	5-6
EMILIN1	ENST00000380320	8	0		1	8	3	4-5,8
EML1	ENST00000262233	22	1	19	2	1,19	6	1,3,7,13,18-19
EMP2	ENST00000359543	4	0		0		1	5
EMX2	ENST00000553456	3	0		0		0	
EN1	ENST00000295206	2	1	1	1	1	2	1-2
ENAM	ENST00000396073	8	0		0		0	
ENG	ENST00000373203	15	0		0		0	
ENO1	ENST00000234590	11	0		0		1	6
ENO3	ENST00000519602	11	0		0		0	
ENPP1	ENST00000647893	25	1	1	1	1	1	1
ENTPD1	ENST00000371205	10	0		0		0	
EOGT	ENST00000383701	15	0		0		1	11
EOMES	ENST00000449599	6	1	5	3	1,4-5	3	1,4-5
EP300	ENST00000263253	31	0		0		0	
EP400	ENST00000389561	52	2	5,34	4	5,20,34,43	11	4-6,17-18,20,22,30,34,43,52
EPAS1	ENST00000263734	16	0		0		0	
EPB41	ENST00000343067	19	0		1	16	2	9,16
EPB41L1	ENST00000338074	21	0		0		0	
EPB41L3	ENST00000341928	21	1	14	2	13-14	4	13-14,16,18
EPB42	ENST00000441366	13	0		0		3	1,10,13
EPCAM	ENST00000263735	9	0		0		1	1
EPG5	ENST00000282041	44	0		1	2	8	2,4,10-11,17,30,37,44
EPHA10	ENST00000373048	17	1	5	1	5	2	5,8
EPHA2	ENST00000358432	17	0		0		2	1,15
EPHA4	ENST00000281821	17	0		0		5	3-5,11,14
EPHA7	ENST00000369303	17	2	11,14	3	3,11,14	9	3-5,7,11,13-16
EPHB2	ENST00000374630	16	1	1	1	1	2	1,5
EPHB4	ENST00000358173	17	0		1	15	2	6,15
EPHX1	ENST00000272167	8	0		0		0	
EPHX2	ENST00000521400	19	0		0		2	9,14
EPM2A	ENST00000367519	4	1	1	1	1	1	1
EPO	ENST00000252723	5	2	1,3	2	1,3	2	1,3
EPOR	ENST00000222139	8	0		0		0	
EPRS1	ENST00000366923	32	0		2	18-19	12	7-10,16-20,27-28,30
EPS15L1	ENST00000455140	24	1	1	2	1,23	2	1,23
EPS8	ENST00000281172	20	0		0		2	17-18
EPS8L2	ENST00000318562	20	1	16	3	8,16,18	6	7-8,15-18
EPS8L3	ENST00000361965	18	0		0		0	
EPX	ENST00000225371	12	0		0		0	
ERAL1	ENST00000254928	10	0		0		1	1
ERBB2	ENST00000269571	27	1	4	1	4	3	1,4,27
ERBB3	ENST00000267101	28	0		0		0	
ERBB4	ENST00000342788	28	0		0		0	
ERBIN	ENST00000284037	24	0		3	17-18,21	7	3,5,13,17-18,20-21
ERCC1	ENST00000300853	9	0		0		0	
ERCC2	ENST00000391945	23	0		0		0	
ERCC3	ENST00000285398	15	0		0		0	
ERCC4	ENST00000311895	11	0		0		0	
ERCC5	ENST00000652225	15	0		0		0	
ERCC6	ENST00000355832	20	0		0		0	
ERCC6	ENST00000447839	5	0		0		0	
ERCC6L2	ENST00000653738	19	1	2	3	2,5,19	7	2,4-5,11,14,16,19
ERCC8	ENST00000676185	12	0		0		0	
ERF	ENST00000222329	4	2	1,4	2	1,4	2	1,4
ERG	ENST00000288319	10	2	3,10	3	3,7,10	4	3,6-7,10
ERGIC1	ENST00000393784	10	0		0		1	1
ERGIC3	ENST00000348547	13	0		1	5	1	5
ERI1	ENST00000250263	7	0		1	1	3	1-2,5
ERLEC1	ENST00000185150	14	1	14	2	1,14	2	1,14
ERLIN1	ENST00000421367	11	0		0		0	
ERLIN2	ENST00000519638	11	0		0		0	
ERMAP	ENST00000372517	10	1	12	1	12	1	12
ERMARD	ENST00000366773	18	0		11	2-5,8-9,12,14-15,17-18	16	2-15,17-18
ESAM	ENST00000278927	7	0		0		0	
ESCO2	ENST00000305188	10	0		0		0	
ESPN	ENST00000645284	13	1	8	2	1,8	2	1,8
ESR1	ENST00000206249	8	0		0		0	
ESR2	ENST00000341099	8	0		1	5	3	2,5-6
ESRP1	ENST00000433389	15	0		0		4	10-13
ESRP2	ENST00000473183	15	0		1	1	2	1,14
ESRRB	ENST00000644823	7	1	1	1	1	1	1
ETFA	ENST00000557943	12	0		0		0	
ETFB	ENST00000309244	6	0		0		0	
ETFDH	ENST00000511912	13	0		0		0	
ETHE1	ENST00000292147	7	0		0		0	
ETS1	ENST00000392668	9	0		0		1	7
ETV2	ENST00000402764	6	0		1	2	1	2
ETV6	ENST00000396373	8	0		0		1	5
EVC	ENST00000264956	21	1	1	1	1	1	1
EVC2	ENST00000344408	22	0		0		1	1
EWSR1	ENST00000397938	17	0		2	6,8	4	6,8,13,16
EXOC2	ENST00000230449	27	0		0		2	2,8
EXOC3L2	ENST00000413988	11	2	2-3	4	2-4,10	6	2-4,9-10,12
EXOC6B	ENST00000272427	22	1	9	1	9	4	8-10,18
EXOC7	ENST00000589210	19	0		0		0	
EXOC8	ENST00000366645	1	0		0		0	
EXOSC1	ENST00000370902	8	0		0		0	
EXOSC2	ENST00000372358	9	0		0		1	1
EXOSC3	ENST00000327304	4	1	1	1	1	2	1,3
EXOSC4	ENST00000316052	3	0		0		0	
EXOSC5	ENST00000221233	6	0		0		0	
EXOSC8	ENST00000389704	11	0		0		0	
EXOSC9	ENST00000243498	12	0		0		3	6,10-11
EXPH5	ENST00000265843	6	0		0		2	2-3
EXT1	ENST00000378204	11	0		0		0	
EXT2	ENST00000533608	13	0		0		0	
EXTL3	ENST00000220562	5	0		0		0	
EYA1	ENST00000340726	16	0		0		0	
EYA3	ENST00000373871	17	1	5	1	5	3	5-6,9
EYA4	ENST00000355286	19	0		0		0	
EYS	ENST00000503581	40	0		3	16,36,40	11	15-16,26-29,31,36-37,40,43
EZH1	ENST00000428826	19	0		0		3	7,12,21
EZH2	ENST00000320356	19	1	17	2	10,17	6	3,5,8,10-11,17
EZR	ENST00000367075	13	0		0		2	3,13
F10	ENST00000375559	8	1	8	1	8	1	8
F11	ENST00000403665	14	0		0		0	
F12	ENST00000253496	14	0		0		0	
F13A1	ENST00000264870	14	0		0		0	
F13B	ENST00000367412	12	0		0		1	4
F2	ENST00000311907	14	0		0		0	
F5	ENST00000367797	25	0		0		0	
F7	ENST00000346342	8	0		0		0	
F7	ENST00000375581	9	0		0		0	
F8	ENST00000360256	26	0		0		4	8,14-15,23
F9	ENST00000218099	8	0		0		1	8
FA2H	ENST00000219368	7	1	1	1	1	1	1
FAAH	ENST00000243167	15	0		1	1	1	1
FAAH2	ENST00000374900	11	0		4	3-5,8	11	1-11
FAAP100	ENST00000327787	9	0		2	1,5	3	1-2,5
FAAP24	ENST00000588258	4	0		0		0	
FADD	ENST00000301838	2	1	1	1	1	1	1
FAH	ENST00000561421	14	0		0		0	
FAM111A	ENST00000675163	2	0		0		0	
FAM111B	ENST00000343597	2	0		0		1	4
FAM120A	ENST00000277165	18	0		1	18	4	1,14,17-18
FAM149B1	ENST00000242505	14	0		1	7	2	6-7
FAM161A	ENST00000404929	7	0		0		2	2,4
FAM177A1	ENST00000280987	5	0		0		0	
FAM20A	ENST00000592554	11	0		0		0	
FAM20B	ENST00000263733	7	0		0		4	2,4-5,8
FAM20C	ENST00000313766	10	1	1	2	1-2	3	1-2,10
FAM47C	ENST00000358047	1	0		0		0	
FAM50A	ENST00000393600	13	1	1	1	1	2	1,4
FAN1	ENST00000362065	13	0		7	3-6,8,10,14	12	2-6,8-14
FANCA	ENST00000389301	43	0		0		0	
FANCB	ENST00000650831	8	0		1	3	3	3,8,10
FANCC	ENST00000289081	14	0		0		0	
FANCD2	ENST00000675286	43	0		0		0	
FANCE	ENST00000229769	10	1	1	1	1	1	1
FANCF	ENST00000327470	1	0		0		1	1
FANCG	ENST00000378643	14	0		1	10	1	10
FANCI	ENST00000310775	37	0		0		0	
FANCL	ENST00000233741	14	0		0		0	
FANCM	ENST00000267430	23	0		0		2	7,14
FAR1	ENST00000354817	11	0		1	2	7	2-5,8,11-12
FARS2	ENST00000274680	6	0		0		5	2-6
FARSA	ENST00000314606	13	0		0		0	
FARSB	ENST00000281828	17	1	10	2	6,10	4	3,6,9-10
FAS	ENST00000652046	9	0		0		0	
FASLG	ENST00000367721	4	0		0		0	
FASN	ENST00000306749	42	0		0		0	
FASTKD2	ENST00000402774	11	0		0		1	2
FASTKD5	ENST00000380266	1	0		0		0	
FAT1	ENST00000441802	26	0		1	11	10	3,5,10-11,18-19,22-23,25,27
FAT2	ENST00000261800	23	1	16	1	16	8	2,5,9,12,16,19,21,23
FAT4	ENST00000394329	17	0		3	5,12,17	8	4-6,8-9,12,14,17
FBLN1	ENST00000327858	17	1	1	1	1	1	1
FBLN2	ENST00000404922	17	0		0		1	2
FBLN5	ENST00000342058	11	0		0		0	
FBN1	ENST00000316623	65	0		0		1	3
FBN2	ENST00000262464	65	0		0		0	
FBP1	ENST00000375326	7	0		0		0	
FBP2	ENST00000375337	7	0		0		2	1-2
FBRSL1	ENST00000680143	19	3	9,12,19	4	7,9,12,19	6	7-9,12,15,19
FBRSL1	ENST00000973242	3	2	1,3	2	1,3	2	1,3
FBXL3	ENST00000355619	4	0		2	2,4	4	2-5
FBXL4	ENST00000369244	7	1	4	2	4-5	2	4-5
FBXL7	ENST00000504595	4	0		1	3	1	3
FBXO11	ENST00000403359	23	1	1	2	1,7	8	1,7,11-12,16,18,21,23
FBXO22	ENST00000308275	7	0		1	7	1	7
FBXO28	ENST00000366862	5	0		0		2	4-5
FBXO31	ENST00000311635	9	1	1	1	1	1	1
FBXO32	ENST00000517956	9	0		0		2	4,6
FBXO38	ENST00000340253	21	0		2	10,15	9	4-5,7,10,14-15,18-19,22
FBXO43	ENST00000428847	5	0		0		1	2
FBXO7	ENST00000266087	9	0		0		0	
FBXW11	ENST00000517395	13	0		1	1	6	1,4-7,13
FBXW4	ENST00000331272	9	1	1	1	1	2	1,3
FBXW7	ENST00000281708	11	0		0		5	4,7,10-11,14
FCGR1A	ENST00000369168	6	0		0		0	
FCGR2A	ENST00000271450	7	0		0		1	4
FCGR2B	ENST00000358671	8	0		0		0	
FCGR3A	ENST00000443193	5	0		0		1	4
FCGR3B	ENST00000650385	5	0		0		0	
FCHO1	ENST00000596536	26	1	20	2	4,20	3	4,20,28
FCN3	ENST00000270879	8	0		0		1	1
FCSK	ENST00000288078	23	0		0		2	10,13
FDFT1	ENST00000220584	8	1	7	2	6-7	4	3,5-7
FDPS	ENST00000368356	10	0		0		0	
FDX2	ENST00000393708	5	0		0		0	
FDXR	ENST00000293195	12	0		1	2	2	2,9
FECH	ENST00000262093	11	0		0		0	
FEM1B	ENST00000306917	2	0		1	2	1	2
FEM1C	ENST00000274457	2	0		1	3	2	2-3
FERMT1	ENST00000217289	14	0		0		0	
FERMT3	ENST00000345728	14	0		0		0	
FERRY3	ENST00000261250	13	1	2	1	2	3	2-4
FEZF1	ENST00000442488	4	0		1	1	1	1
FEZF2	ENST00000283268	4	1	2	1	2	1	2
FFAR4	ENST00000371481	3	0		0		1	3
FGA	ENST00000403106	5	0		0		0	
FGB	ENST00000302068	8	0		0		0	
FGD1	ENST00000375135	18	1	1	2	1,3	2	1,3
FGD4	ENST00000534526	17	0		0		1	1
FGF10	ENST00000264664	3	0		0		0	
FGF12	ENST00000445105	5	0		0		0	
FGF13	ENST00000315930	5	1	2	1	2	3	2-4
FGF14	ENST00000376131	5	0		0		0	
FGF14	ENST00000376143	5	0		0		0	
FGF16	ENST00000439435	3	1	1	1	1	2	1,3
FGF17	ENST00000359441	5	0		0		0	
FGF20	ENST00000180166	3	0		2	1,3	3	1-3
FGF23	ENST00000237837	3	0		0		0	
FGF3	ENST00000334134	3	0		1	1	1	1
FGF4	ENST00000168712	3	1	1	1	1	1	1
FGF5	ENST00000312465	3	0		1	3	2	1,3
FGF8	ENST00000320185	6	1	1	1	1	1	1
FGF9	ENST00000382353	3	0		0		0	
FGFR1	ENST00000447712	17	0		0		0	
FGFR2	ENST00000358487	17	0		0		0	
FGFR2	ENST00000457416	17	0		0		0	
FGFR3	ENST00000440486	17	0		2	2,9	2	2,9
FGFR4	ENST00000292408	17	0		2	3,13	2	3,13
FGG	ENST00000336098	9	0		0		0	
FGL2	ENST00000248598	2	0		0		1	2
FH	ENST00000366560	10	0		0		0	
FHL1	ENST00000370683	6	0		0		0	
FHL1	ENST00000394155	6	0		0		0	
FHL2	ENST00000530340	5	0		0		1	7
FHOD3	ENST00000590592	29	1	7	2	7,10	6	7,10,12,19,24,27
FIBCD1	ENST00000372338	7	0		1	2	3	1-2,5
FIBP	ENST00000357519	10	0		0		0	
FICD	ENST00000552695	2	0		0		1	2
FIG4	ENST00000230124	23	0		0		0	
FIGLA	ENST00000332372	5	0		1	1	3	1,3,5
FILIP1	ENST00000237172	5	0		0		1	2
FITM2	ENST00000396825	2	0		0		0	
FKBP10	ENST00000321562	10	0		0		0	
FKBP14	ENST00000222803	4	0		0		1	1
FKBP4	ENST00000001008	10	0		1	5	2	1,5
FKBP5	ENST00000357266	10	0		0		3	4,9-10
FKBP6	ENST00000252037	8	0		0		0	
FKBP8	ENST00000608443	8	0		0		3	2,4,7
FKRP	ENST00000318584	1	0		0		1	4
FKTN	ENST00000357998	9	0		0		0	
FLAD1	ENST00000292180	7	1	1	2	1,3	2	1,3
FLCN	ENST00000285071	11	0		0		0	
FLG	ENST00000368799	2	0		0		0	
FLG2	ENST00000388718	2	0		0		0	
FLI1	ENST00000527786	9	0		0		2	1,3
FLII	ENST00000327031	30	0		0		2	1,21
FLNA	ENST00000369850	47	0		0		2	31,48
FLNB	ENST00000295956	46	0		0		0	
FLNC	ENST00000325888	48	0		0		0	
FLRT1	ENST00000682287	1	0		0		0	
FLRT3	ENST00000341420	1	0		0		0	
FLT3	ENST00000241453	24	1	1	1	1	7	1-2,6,9-10,12,17
FLT3LG	ENST00000597551	7	0		1	4	2	4,7
FLT4	ENST00000261937	30	0		1	1	2	1,20
FLVCR1	ENST00000366971	10	0		1	1	1	1
FLVCR2	ENST00000238667	10	0		0		0	
FMN1	ENST00000616417	18	1	4	8	4,9,12-16,19	15	4-5,8-20
FMN2	ENST00000319653	18	1	1	1	1	3	1,3,16
FMNL2	ENST00000288670	26	0		0		6	5-7,14,21,26
FMO3	ENST00000367755	8	0		0		0	
FMR1	ENST00000370475	17	0		0		0	
FN1	ENST00000354785	46	0		0		0	
FNIP1	ENST00000510461	18	0		0		9	2-3,6,10,12-16
FOCAD	ENST00000338382	43	1	41	1	41	11	5,11-12,14,18,21,26,37-38,40-41
FOLR1	ENST00000393676	4	0		0		0	
FOS	ENST00000303562	4	0		1	2	1	2
FOSL2	ENST00000264716	4	0		0		1	4
FOXA2	ENST00000419308	2	0		1	2	1	2
FOXC1	ENST00000645831	1	1	1	1	1	1	1
FOXC2	ENST00000649859	1	1	1	1	1	1	1
FOXD3	ENST00000371116	1	1	1	1	1	1	1
FOXE1	ENST00000375123	1	1	1	1	1	1	1
FOXE3	ENST00000335071	1	1	1	1	1	1	1
FOXF1	ENST00000262426	2	1	1	1	1	1	1
FOXF2	ENST00000645481	2	1	1	1	1	1	1
FOXG1	ENST00000313071	1	1	1	1	1	1	1
FOXH1	ENST00000377317	3	0		1	3	2	1,3
FOXI1	ENST00000306268	2	0		0		0	
FOXI3	ENST00000428390	2	1	1	1	1	1	1
FOXJ1	ENST00000322957	2	0		1	2	1	2
FOXL1	ENST00000320241	1	1	1	1	1	1	1
FOXL2	ENST00000648323	1	1	1	1	1	1	1
FOXN1	ENST00000579795	8	0		0		0	
FOXO1	ENST00000379561	2	1	1	1	1	1	1
FOXP1	ENST00000649528	16	0		0		0	
FOXP2	ENST00000350908	16	0		0		0	
FOXP3	ENST00000376207	11	0		0		2	2,4
FOXP4	ENST00000307972	16	0		0		1	8
FOXR1	ENST00000317011	6	0		0		1	4
FOXRED1	ENST00000263578	11	0		0		0	
FPR1	ENST00000304748	1	0		1	2	1	2
FRA10AC1	ENST00000359204	13	0		0		2	4,7
FRAS1	ENST00000512123	74	2	56,74	8	18,29,38,42,54,56,62,74	20	7,12,18,23,25-26,29,38,42,44,46,52-54,56,61-62,64,67,74
FREM1	ENST00000380880	36	1	25	8	4,6,9,16,19,24-25,37	23	2,4-6,9,11,13-14,16-27,31,33,37
FREM2	ENST00000280481	24	0		1	17	1	17
FRMD4A	ENST00000357447	23	0		0		2	21-22
FRMD5	ENST00000417257	14	0		0		1	13
FRMD7	ENST00000298542	12	0		0		2	7,12
FRMPD4	ENST00000675598	17	2	8,17	4	8,13,15,17	16	1-11,13-17
FRRS1L	ENST00000561981	5	1	1	1	1	2	1,5
FRY	ENST00000542859	61	0		1	51	1	51
FRYL	ENST00000358350	61	2	51,55	6	22,30,41,46,51,55	29	7,10,14,16-17,21-24,29-30,33-34,36,38,40-41,43-44,46,48-49,51,53-56,63-64
FRZB	ENST00000295113	6	0		1	1	1	1
FSCB	ENST00000340446	1	0		0		0	
FSCN2	ENST00000417245	5	0		1	1	2	1,5
FSD1L	ENST00000481272	14	1	10	1	10	6	3-5,7,10,14
FSHB	ENST00000533718	2	0		0		0	
FSHR	ENST00000406846	10	0		0		0	
FSIP2	ENST00000424728	23	0		3	4,10,18	9	2-4,8-10,17-18,23
FST	ENST00000256759	6	0		0		1	1
FTCD	ENST00000397746	14	1	9	2	3,9	3	3,9-10
FTH1	ENST00000273550	4	0		0		0	
FTL	ENST00000331825	4	0		0		0	
FTO	ENST00000471389	9	0		0		0	
FTSJ1	ENST00000348411	11	0		0		0	
FUCA1	ENST00000374479	8	0		0		0	
FUS	ENST00000254108	15	0		0		0	
FUT1	ENST00000645652	1	0		0		1	2
FUT2	ENST00000425340	1	0		0		0	
FUT3	NM_001382745.1	1	0		0		0	
FUT6	ENST00000318336	1	0		0		0	
FUT8	ENST00000673929	9	0		1	11	4	5,9-11
FUZ	ENST00000313777	11	0		0		0	
FXN	ENST00000484259	5	0		1	1	1	1
FXR1	ENST00000357559	17	0		0		1	13
FXR1	ENST00000482125	17	0		0		6	3,5,8,10,12,17
FXYD2	ENST00000292079	5	0		0		0	
FYB1	ENST00000512982	18	1	14	1	14	4	8-9,14,16
FYCO1	ENST00000296137	17	0		0		0	
FZD2	ENST00000315323	1	0		0		1	1
FZD4	ENST00000531380	2	0		1	1	1	1
FZD5	ENST00000295417	1	0		1	2	1	2
FZD6	ENST00000358755	6	0		0		0	
FZR1	ENST00000441788	13	0		0		0	
G6PC1	ENST00000253801	5	0		0		0	
G6PC3	ENST00000269097	6	0		0		0	
G6PD	ENST00000393562	12	0		0		0	
GAA	ENST00000302262	19	0		0		0	
GAB1	ENST00000262994	10	0		0		4	2,4,6,10
GABBR1	ENST00000377034	22	19	2-4,7-9,11-23	22	2-23	22	2-23
GABBR2	ENST00000259455	19	1	1	2	1,13	3	1,13,19
GABRA1	ENST00000393943	9	0		0		0	
GABRA2	ENST00000381620	9	0		1	10	2	7,10
GABRA3	ENST00000370314	9	0		3	2-3,10	9	2-10
GABRA4	ENST00000264318	9	0		3	7-9	5	4-5,7-9
GABRA5	ENST00000335625	9	0		0		2	8,11
GABRA6	ENST00000274545	9	0		0		0	
GABRB1	ENST00000295454	9	0		0		4	3,6,8-9
GABRB2	ENST00000393959	10	0		0		3	7-8,10
GABRB3	ENST00000311550	9	0		1	1	2	1-2
GABRD	ENST00000378585	9	1	1	1	1	1	1
GABRG1	ENST00000295452	9	0		0		6	2,4,6-9
GABRG2	ENST00000639213	10	0		0		0	
GAD1	ENST00000358196	16	0		0		0	
GAL	ENST00000265643	5	0		1	2	1	2
GALC	ENST00000261304	17	1	13	1	13	2	1,13
GALE	ENST00000617979	10	0		0		0	
GALK1	ENST00000588479	8	0		0		1	1
GALM	ENST00000272252	7	0		0		1	6
GALNS	ENST00000268695	14	0		0		1	1
