gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
CIITA	ENST00000324288	19	0		0		1	11	3773	0	0.0	0	0.0	1671	44.3
CILK1	ENST00000676107	13	0		0		0		2159	0	0.0	0	0.0	0	0.0
CILP	ENST00000261883	8	0		0		0		3715	0	0.0	0	0.0	0	0.0
CIMIP4	ENST00000381821	5	0		1	3	1	3	943	0	0.0	487	51.6	487	51.6
CINP	ENST00000216756	5	0		0		1	2	739	0	0.0	0	0.0	189	25.6
CIROP	ENST00000637218	16	8	5,6,7,8,13,14,15,16	8	5,6,7,8,13,14,15,16	9	1,5,6,7,8,13,14,15,16	2687	1436	53.4	1436	53.4	1778	66.2
CIROZ	ENST00000377004	12	1	12	1	12	1	12	2712	1202	44.3	1202	44.3	1202	44.3
CISD2	ENST00000273986	3	0		0		0		468	0	0.0	0	0.0	0	0.0
CISH	ENST00000348721	3	0		0		1	2	837	0	0.0	0	0.0	241	28.8
CIT	ENST00000392521	47	1	10	2	10,47	2	10,47	7150	204	2.9	528	7.4	528	7.4
CITED2	ENST00000367651	1	0		0		1	2	833	0	0.0	0	0.0	833	100.0
CIZ1	ENST00000372938	16	0		0		3	5,10,17	3017	0	0.0	0	0.0	698	23.1
CKAP2L	ENST00000302450	9	0		0		3	4,8,9	2418	0	0.0	0	0.0	1714	70.9
CLASP1	ENST00000696935	40	1	24	2	24,26	10	2,13,17,24,26,29,33,34,35,39	5480	83	1.5	348	6.4	1753	32.0
CLCA2	ENST00000370565	14	1	9	4	3,9,11,14	9	1,3,6,8,9,10,11,12,14	3112	127	4.1	1052	33.8	2140	68.8
CLCA4	ENST00000370563	14	1	14	2	5,14	10	3,4,5,7,8,9,10,11,12,14	3040	424	13.9	622	20.5	2207	72.6
CLCC1	ENST00000369969	10	1	10	1	10	3	6,10,11	1856	167	9.0	167	9.0	771	41.5
CLCF1	ENST00000312438	3	0		0		1	1	738	0	0.0	0	0.0	36	4.9
CLCN1	ENST00000343257	23	0		0		0		3427	0	0.0	0	0.0	0	0.0
CLCN2	ENST00000265593	24	0		0		0		3177	0	0.0	0	0.0	0	0.0
CLCN3	ENST00000513761	12	0		1	11	4	2,4,9,11	2697	0	0.0	419	15.5	1285	47.6
CLCN4	ENST00000380833	11	0		2	9,13	8	3,5,6,7,9,10,11,13	2503	0	0.0	677	27.0	2045	81.7
CLCN5	ENST00000376091	13	0		2	4,5	2	4,5	2711	0	0.0	339	12.5	339	12.5
CLCN6	ENST00000346436	23	0		1	1	1	1	3070	0	0.0	107	3.5	107	3.5
CLCN7	ENST00000382745	25	1	1	1	1	1	1	2918	161	5.5	161	5.5	161	5.5
CLCNKA	ENST00000331433	19	0		1	2	1	2	2444	0	0.0	120	4.9	120	4.9
CLCNKB	ENST00000375679	19	0		0		0		2444	0	0.0	0	0.0	0	0.0
CLDN1	ENST00000295522	4	0		0		0		716	0	0.0	0	0.0	0	0.0
CLDN10	ENST00000299339	5	0		0		1	2	787	0	0.0	0	0.0	182	23.1
CLDN11	ENST00000064724	3	0		0		0		684	0	0.0	0	0.0	0	0.0
CLDN14	ENST00000399135	1	0		0		0		740	0	0.0	0	0.0	0	0.0
CLDN16	ENST00000264734	5	0		0		0		808	0	0.0	0	0.0	0	0.0
CLDN19	ENST00000296387	5	0		0		0		775	0	0.0	0	0.0	0	0.0
CLDN2	ENST00000336803	1	0		1	2	1	2	713	0	0.0	713	100.0	713	100.0
CLDN23	ENST00000519106	1	0		0		1	1	899	0	0.0	0	0.0	899	100.0
CLDN5	ENST00000618236	1	0		0		0		677	0	0.0	0	0.0	0	0.0
CLDN9	ENST00000445369	1	0		1	1	1	1	674	0	0.0	674	100.0	674	100.0
CLEC1A	ENST00000315330	6	0		0		3	3,4,6	963	0	0.0	0	0.0	570	59.2
CLEC3B	ENST00000296130	3	0		0		1	3	669	0	0.0	0	0.0	421	62.9
CLEC4C	ENST00000360345	6	0		0		0		762	0	0.0	0	0.0	0	0.0
CLEC4M	ENST00000327325	7	0		0		1	6	1340	0	0.0	0	0.0	133	9.9
CLEC7A	ENST00000304084	6	0		0		2	2,3	864	0	0.0	0	0.0	277	32.1
CLIC2	ENST00000369449	6	0		0		0		864	0	0.0	0	0.0	0	0.0
CLIC5	ENST00000339561	6	1	5	2	3,5	2	3,5	876	202	23.1	348	39.7	348	39.7
CLIP1	ENST00000620786	25	1	21	2	11,21	3	3,11,21	4817	73	1.5	1038	21.5	1630	33.8
CLIP2	ENST00000223398	16	1	2	1	2	4	2,10,11,15	3461	141	4.1	141	4.1	1381	39.9
CLMP	ENST00000448775	7	0		0		1	7	1262	0	0.0	0	0.0	321	25.4
CLN3	ENST00000636147	15	0		0		0		1617	0	0.0	0	0.0	0	0.0
CLN5	ENST00000377453	4	0		0		1	4	1157	0	0.0	0	0.0	532	46.0
CLN6	ENST00000249806	7	0		0		1	1	1076	0	0.0	0	0.0	103	9.6
CLN8	ENST00000331222	2	0		0		1	3	901	0	0.0	0	0.0	338	37.5
CLNK	ENST00000226951	18	2	2,19	2	2,19	3	2,18,19	1647	198	12.0	198	12.0	374	22.7
CLOCK	ENST00000513440	20	0		1	14	1	14	2941	0	0.0	168	5.7	168	5.7
CLP1	ENST00000533682	2	0		1	2	2	2,3	1318	0	0.0	626	47.5	1318	100.0
CLPB	ENST00000294053	17	0		0		0		2464	0	0.0	0	0.0	0	0.0
CLPB	ENST00000538039	16	0		1	16	3	1,11,16	2354	0	0.0	269	11.4	874	37.1
CLPP	ENST00000245816	6	0		0		0		954	0	0.0	0	0.0	0	0.0
CLPS	ENST00000259938	3	0		0		0		399	0	0.0	0	0.0	0	0.0
CLPX	ENST00000300107	14	0		1	11	5	5,7,8,11,13	2182	0	0.0	320	14.7	1009	46.2
CLRN1	ENST00000327047	3	0		0		0		759	0	0.0	0	0.0	0	0.0
CLRN2	ENST00000511148	3	0		0		0		759	0	0.0	0	0.0	0	0.0
CLRN3	ENST00000368671	3	0		0		0		741	0	0.0	0	0.0	0	0.0
CLSTN1	ENST00000377298	19	1	1	1	1	2	1,14	3326	111	3.3	111	3.3	358	10.8
CLTC	ENST00000269122	32	0		3	5,6,20	15	3,4,5,6,9,11,13,14,15,17,20,21,22,26,29	5668	0	0.0	532	9.4	2872	50.7
CLTCL1	ENST00000427926	32	0		0		2	1,7	5563	0	0.0	0	0.0	280	5.0
CLTRN	ENST00000380342	6	0		2	5,6	3	4,5,6	789	0	0.0	392	49.7	526	66.7
CLU	ENST00000316403	8	0		0		0		1510	0	0.0	0	0.0	0	0.0
CLXN	ENST00000262103	6	0		0		2	2,4	756	0	0.0	0	0.0	348	46.0
CMAS	ENST00000229329	8	0		1	1	3	1,7,8	1465	0	0.0	280	19.1	665	45.4
CMPK2	ENST00000256722	5	2	1,2	2	1,2	3	1,2,4	1450	830	57.2	830	57.2	1084	74.8
CMTR2	ENST00000434935	1	0		0		0		2333	0	0.0	0	0.0	0	0.0
CMYA5	ENST00000446378	13	0		1	5	5	4,5,6,7,13	12470	0	0.0	43	0.3	873	7.0
CNBP	ENST00000422453	4	0		0		0		614	0	0.0	0	0.0	0	0.0
CNDP1	ENST00000358821	12	0		0		3	6,8,10	1764	0	0.0	0	0.0	564	32.0
CNGA1	ENST00000514170	8	0		0		1	4	2221	0	0.0	0	0.0	127	5.7
CNGA2	ENST00000329903	6	0		0		1	7	2115	0	0.0	0	0.0	1426	67.4
CNGA3	ENST00000272602	7	0		0		0		2225	0	0.0	0	0.0	0	0.0
CNGA4	ENST00000379936	6	0		0		0		1848	0	0.0	0	0.0	0	0.0
CNGB1	ENST00000251102	32	0		0		0		4396	0	0.0	0	0.0	0	0.0
CNGB3	ENST00000320005	18	0		0		0		2790	0	0.0	0	0.0	0	0.0
CNIH3	ENST00000272133	6	0		0		0		603	0	0.0	0	0.0	0	0.0
CNIH4	ENST00000465271	5	0		0		1	2	520	0	0.0	0	0.0	89	17.1
CNKSR1	ENST00000361530	21	0		0		0		2562	0	0.0	0	0.0	0	0.0
CNKSR2	ENST00000379510	22	1	18	6	4,11,13,15,18,21	18	2,4,5,6,7,8,9,10,11,12,13,15,17,18,19,20,21,22	3545	88	2.5	1073	30.3	3075	86.7
CNNM2	ENST00000369878	8	0		0		3	2,4,7	2788	0	0.0	0	0.0	559	20.1
CNNM3	ENST00000305510	8	1	1	1	1	1	1	2284	1245	54.5	1245	54.5	1245	54.5
CNNM4	ENST00000377075	7	1	1	1	1	1	1	2468	1422	57.6	1422	57.6	1422	57.6
CNOT1	ENST00000317147	48	0		2	31,39	17	9,11,17,21,22,23,24,27,30,31,35,39,41,43,44,47,48	8091	0	0.0	569	7.0	3198	39.5
CNOT2	ENST00000229195	15	0		1	6	6	3,5,6,10,11,14	1923	0	0.0	203	10.6	953	49.6
CNOT3	ENST00000221232	17	14	2,3,4,5,7,10,11,12,13,14,15,16,17,18	16	2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18	16	2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18	2602	2059	79.1	2448	94.1	2448	94.1
CNOT9	ENST00000273064	8	0		0		2	2,5	1060	0	0.0	0	0.0	330	31.1
CNP	ENST00000393892	4	0		0		2	1,4	1346	0	0.0	0	0.0	493	36.6
CNPY2	ENST00000273308	5	0		0		0		649	0	0.0	0	0.0	0	0.0
CNPY3	ENST00000372836	6	0		1	1	1	1	957	0	0.0	171	17.9	171	17.9
CNTD1	ENST00000588408	7	0		0		1	7	1133	0	0.0	0	0.0	191	16.9
CNTN1	ENST00000551295	23	0		0		0		3517	0	0.0	0	0.0	0	0.0
CNTN2	ENST00000331830	22	0		1	4	6	4,8,9,11,16,17	3563	0	0.0	196	5.5	981	27.5
CNTN5	ENST00000524871	23	0		1	22	13	6,8,10,11,12,13,14,15,18,20,21,22,24	3763	0	0.0	207	5.5	2395	63.6
CNTN6	ENST00000446702	22	1	14	3	11,13,14	11	3,4,8,11,13,14,15,16,20,22,23	3527	138	3.9	505	14.3	1919	54.4
CNTNAP1	ENST00000264638	24	1	16	1	16	2	16,24	4635	206	4.4	206	4.4	519	11.2
CNTNAP2	ENST00000361727	24	0		0		0		4476	0	0.0	0	0.0	0	0.0
COA1	ENST00000223336	5	0		0		0		541	0	0.0	0	0.0	0	0.0
COA3	ENST00000328434	2	0		0		0		361	0	0.0	0	0.0	0	0.0
COA5	ENST00000328709	3	0		0		0		285	0	0.0	0	0.0	0	0.0
COA6	ENST00000366615	3	0		0		1	1	528	0	0.0	0	0.0	232	43.9
COA7	ENST00000371538	3	0		0		1	3	756	0	0.0	0	0.0	469	62.0
COA8	ENST00000409074	5	0		0		1	1	682	0	0.0	0	0.0	143	21.0
COASY	ENST00000393818	9	0		0		3	1,2,4	1875	0	0.0	0	0.0	1165	62.1
COCH	ENST00000396618	11	0		0		1	11	1873	0	0.0	0	0.0	537	28.7
COG1	ENST00000299886	14	0		1	1	1	1	3223	0	0.0	335	10.4	335	10.4
COG2	ENST00000366669	18	0		0		4	5,8,9,16	2577	0	0.0	0	0.0	576	22.4
COG3	ENST00000349995	23	1	16	2	9,16	8	4,6,7,9,10,12,16,21	2947	110	3.7	174	5.9	1074	36.4
COG4	ENST00000323786	19	0		0		0		2750	0	0.0	0	0.0	0	0.0
COG5	ENST00000297135	22	0		0		0		2930	0	0.0	0	0.0	0	0.0
COG6	ENST00000455146	19	0		0		0		2354	0	0.0	0	0.0	0	0.0
COG7	ENST00000307149	17	0		0		0		2653	0	0.0	0	0.0	0	0.0
COG8	ENST00000306875	5	0		0		0		1939	0	0.0	0	0.0	0	0.0
COL10A1	ENST00000651968	2	0		1	3	1	3	2083	0	0.0	1909	91.6	1909	91.6
COL11A1	ENST00000370096	67	0		0		1	22	6761	0	0.0	0	0.0	65	1.0
COL11A2	ENST00000341947	66	28	2,8,11,12,13,26,27,29,31,32,35,36,37,38,40,41,42,45,46,49,50,52,53,54,56,60,64,65	65	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66	66	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66	6531	2749	42.1	6403	98.0	6531	100.0
COL12A1	ENST00000322507	65	0		2	4,21	24	2,3,4,6,7,10,11,13,14,16,21,23,27,34,35,38,39,40,44,49,50,52,54,56	10492	0	0.0	331	3.2	4690	44.7
COL13A1	ENST00000645393	41	4	5,21,23,40	4	5,21,23,40	7	5,13,21,23,29,30,40	3007	305	10.1	305	10.1	590	19.6
COL14A1	ENST00000297848	47	0		1	48	15	3,4,7,10,11,12,14,19,24,26,28,32,34,45,48	6331	0	0.0	100	1.6	2403	38.0
COL17A1	ENST00000648076	55	0		0		1	10	5594	0	0.0	0	0.0	179	3.2
COL18A1	ENST00000651438	42	2	1,2	2	1,2	3	1,2,34	4860	146	3.0	146	3.0	307	6.3
COL1A1	ENST00000225964	51	0		1	5	1	5	5415	0	0.0	122	2.3	122	2.3
COL1A2	ENST00000297268	52	0		0		2	3,6	5141	0	0.0	0	0.0	109	2.1
COL20A1	ENST00000358894	34	0		0		4	8,9,15,31	4535	0	0.0	0	0.0	612	13.5
COL21A1	ENST00000244728	29	0		1	30	6	3,4,5,6,26,30	3454	0	0.0	208	6.0	1567	45.4
COL25A1	ENST00000399132	37	0		0		5	10,12,30,35,36	2705	0	0.0	0	0.0	418	15.5
COL27A1	ENST00000356083	61	3	1,17,29	4	1,17,22,29	4	1,17,22,29	6803	230	3.4	295	4.3	295	4.3
COL2A1	ENST00000380518	54	0		0		0		5544	0	0.0	0	0.0	0	0.0
COL3A1	ENST00000304636	51	0		0		0		5421	0	0.0	0	0.0	0	0.0
COL4A1	ENST00000375820	52	0		0		1	1	6050	0	0.0	0	0.0	104	1.7
COL4A2	ENST00000360467	47	1	31	4	24,31,33,43	9	5,19,24,29,30,31,33,36,43	6079	191	3.1	580	9.5	1385	22.8
COL4A3	ENST00000396578	52	0		0		3	1,15,42	6053	0	0.0	0	0.0	393	6.5
COL4A4	ENST00000396625	47	0		0		1	46	6013	0	0.0	0	0.0	209	3.5
COL4A5	ENST00000328300	53	0		1	41	3	10,41,44	6136	0	0.0	206	3.4	443	7.2
COL4A6	ENST00000334504	45	0		5	21,22,26,31,38	24	3,6,8,10,11,12,15,16,19,20,21,22,23,26,27,28,29,31,38,39,41,42,43,45	5973	0	0.0	962	16.1	3632	60.8
COL5A1	ENST00000371817	66	1	1	1	1	1	1	6837	129	1.9	129	1.9	129	1.9
COL5A2	ENST00000374866	54	0		0		0		5580	0	0.0	0	0.0	0	0.0
COL5A3	ENST00000264828	67	3	43,51,54	6	14,19,43,46,51,54	13	1,14,16,19,43,44,46,51,53,54,56,57,62	6578	330	5.0	609	9.3	1215	18.5
COL6A1	ENST00000361866	35	0		0		0		3787	0	0.0	0	0.0	0	0.0
COL6A2	ENST00000300527	27	0		0		0		3600	0	0.0	0	0.0	0	0.0
COL6A2	ENST00000397763	27	0		0		1	28	3297	0	0.0	0	0.0	316	9.6
COL6A3	ENST00000295550	43	0		0		2	9,36	10394	0	0.0	0	0.0	1140	11.0
COL6A6	ENST00000358511	36	2	29,37	2	29,37	12	3,4,5,6,7,8,9,11,29,33,35,37	7512	299	4.0	299	4.0	5647	75.2
COL7A1	ENST00000681320	118	0		0		0		11195	0	0.0	0	0.0	0	0.0
COL8A2	ENST00000397799	2	0		1	4	1	4	2152	0	0.0	1939	90.1	1939	90.1
COL9A1	ENST00000357250	38	0		0		0		3526	0	0.0	0	0.0	0	0.0
COL9A2	ENST00000372748	32	0		0		0		2710	0	0.0	0	0.0	0	0.0
COL9A3	ENST00000649368	32	0		1	1	1	1	2695	0	0.0	98	3.6	98	3.6
COLEC10	ENST00000332843	6	0		1	6	3	1,3,6	954	0	0.0	412	43.2	672	70.4
COLEC11	ENST00000349077	6	0		0		0		936	0	0.0	0	0.0	0	0.0
COLGALT1	ENST00000252599	12	1	1	1	1	1	1	2109	280	13.3	280	13.3	280	13.3
COLQ	ENST00000383788	17	0		0		0		1708	0	0.0	0	0.0	0	0.0
COMP	ENST00000222271	19	0		1	5	1	5	2654	0	0.0	158	6.0	158	6.0
COMT	ENST00000361682	4	0		0		0		896	0	0.0	0	0.0	0	0.0
COPA	ENST00000241704	33	0		0		2	18,28	4335	0	0.0	0	0.0	340	7.8
COPB1	ENST00000439561	21	1	4	1	4	6	3,4,10,13,16,17	3282	190	5.8	190	5.8	1153	35.1
COPB2	ENST00000333188	22	2	2,8	2	2,8	7	2,5,8,11,13,15,22	3161	321	10.2	321	10.2	1107	35.0
COPG1	ENST00000314797	24	1	23	2	20,23	4	1,14,20,23	3105	119	3.8	311	10.0	632	20.4
COQ10A	ENST00000308197	5	1	1	1	1	1	1	844	154	18.2	154	18.2	154	18.2
COQ10B	ENST00000263960	5	0		0		3	2,3,5	817	0	0.0	0	0.0	571	69.9
COQ2	ENST00000647002	7	0		1	1	2	1,5	1256	0	0.0	273	21.7	427	34.0
COQ3	ENST00000254759	7	0		0		3	3,6,7	1250	0	0.0	0	0.0	594	47.5
COQ4	ENST00000300452	7	0		0		1	7	938	0	0.0	0	0.0	192	20.5
COQ5	ENST00000288532	7	0		0		0		1124	0	0.0	0	0.0	0	0.0
COQ6	ENST00000334571	12	0		0		1	11	1647	0	0.0	0	0.0	187	11.4
COQ7	ENST00000321998	6	0		0		0		774	0	0.0	0	0.0	0	0.0
COQ8A	ENST00000366777	14	0		0		0		2224	0	0.0	0	0.0	0	0.0
COQ8B	ENST00000324464	14	1	10	2	9,10	3	6,9,10	1915	114	6.0	216	11.3	359	18.7
COQ9	ENST00000262507	9	0		1	1	1	1	1137	0	0.0	93	8.2	93	8.2
CORIN	ENST00000273857	22	1	15	2	5,15	6	5,11,12,15,21,22	3569	131	3.7	333	9.3	1108	31.0
CORO1A	ENST00000219150	10	0		0		0		1586	0	0.0	0	0.0	0	0.0
CORO7	ENST00000251166	28	1	6	6	5,6,14,16,25,28	12	1,5,6,13,14,15,16,23,24,25,26,28	3338	97	2.9	837	25.1	1536	46.0
COX10	ENST00000261643	7	0		0		1	7	1472	0	0.0	0	0.0	424	28.8
COX11	ENST00000299335	4	0		1	1	2	1,4	911	0	0.0	386	42.4	589	64.7
COX14	ENST00000550487	1	0		0		0		194	0	0.0	0	0.0	0	0.0
COX15	ENST00000016171	9	0		0		0		1413	0	0.0	0	0.0	0	0.0
COX16	ENST00000389912	4	0		0		1	4	401	0	0.0	0	0.0	137	34.2
COX17	ENST00000261070	2	0		0		1	2	232	0	0.0	0	0.0	105	45.3
COX18	ENST00000507544	6	0		0		1	1	1125	0	0.0	0	0.0	353	31.4
COX19	ENST00000344111	3	0		0		0		333	0	0.0	0	0.0	0	0.0
COX20	ENST00000411948	4	0		0		1	2	437	0	0.0	0	0.0	135	30.9
COX4I1	ENST00000253452	4	0		0		1	3	590	0	0.0	0	0.0	188	31.9
COX4I2	ENST00000376075	4	0		0		0		596	0	0.0	0	0.0	0	0.0
COX5A	ENST00000322347	4	1	1	1	1	1	1	533	120	22.5	120	22.5	120	22.5
COX5B	ENST00000258424	4	0		0		0		470	0	0.0	0	0.0	0	0.0
COX6A1	ENST00000229379	3	0		0		0		390	0	0.0	0	0.0	0	0.0
COX6A2	ENST00000287490	3	0		1	2	3	1,2,3	354	0	0.0	157	44.4	354	100.0
COX6B1	ENST00000649813	3	0		0		0		321	0	0.0	0	0.0	0	0.0
COX6B2	ENST00000326529	3	0		0		1	2	327	0	0.0	0	0.0	132	40.4
COX6C	ENST00000520468	2	0		0		0		268	0	0.0	0	0.0	0	0.0
COX7A1	ENST00000292907	4	0		1	3	1	3	320	0	0.0	105	32.8	105	32.8
COX7A2	ENST00000684430	4	0		0		0		332	0	0.0	0	0.0	0	0.0
COX7B	ENST00000650309	3	0		0		1	2	303	0	0.0	0	0.0	145	47.9
COX7B2	ENST00000355591	1	0		0		0		266	0	0.0	0	0.0	0	0.0
COX7C	ENST00000247655	2	0		0		0		232	0	0.0	0	0.0	0	0.0
COX8A	ENST00000314133	2	0		0		0		250	0	0.0	0	0.0	0	0.0
COXFA4	ENST00000339600	4	0		0		0		326	0	0.0	0	0.0	0	0.0
COXFA4L2	ENST00000554503	4	0		1	3	1	3	344	0	0.0	81	23.5	81	23.5
CP	ENST00000264613	19	0		0		0		3578	0	0.0	0	0.0	0	0.0
CPA1	ENST00000011292	10	1	1	1	1	1	1	1460	85	5.8	85	5.8	85	5.8
CPA6	ENST00000297770	11	0		0		2	7,11	1534	0	0.0	0	0.0	339	22.1
CPAMD8	ENST00000443236	42	2	17,40	2	17,40	7	14,15,17,25,35,40,41	6498	412	6.3	412	6.3	1467	22.6
CPAP	ENST00000381884	16	0		0		0		4337	0	0.0	0	0.0	0	0.0
CPE	ENST00000402744	9	1	1	2	1,4	5	1,2,3,4,5	1611	327	20.3	465	28.9	1073	66.6
CPEB2	ENST00000538197	12	1	1	1	1	7	1,2,7,9,10,11,12	3345	1682	50.3	1682	50.3	2899	86.7
CPLANE1	ENST00000651892	52	0		2	7,33	26	5,7,9,11,12,15,16,17,18,19,20,21,23,24,25,26,28,31,32,33,34,40,42,44,46,52	10796	0	0.0	488	4.5	7175	66.5
CPLX1	ENST00000304062	3	1	4	1	4	1	4	465	218	46.9	218	46.9	218	46.9
CPN1	ENST00000370418	9	0		0		0		1557	0	0.0	0	0.0	0	0.0
CPNE2	ENST00000290776	15	0		0		0		1947	0	0.0	0	0.0	0	0.0
CPNE6	ENST00000689861	15	1	3	2	2,3	2	2,3	1974	200	10.1	388	19.7	388	19.7
CPOX	ENST00000647941	7	1	1	1	1	1	1	1505	576	38.3	576	38.3	576	38.3
CPQ	ENST00000220763	7	0		2	2,3	4	2,3,5,8	1559	0	0.0	681	43.7	997	64.0
CPS1	ENST00000233072	38	0		0		0		5263	0	0.0	0	0.0	0	0.0
CPSF1	ENST00000616140	37	0		1	22	1	22	5072	0	0.0	195	3.8	195	3.8
CPSF3	ENST00000238112	18	0		0		7	4,5,7,8,9,10,11	2415	0	0.0	0	0.0	1233	51.1
CPSF6	ENST00000435070	9	1	2	1	2	6	2,3,4,5,6,9	1836	230	12.5	230	12.5	1446	78.8
CPT1A	ENST00000265641	18	0		0		0		2682	0	0.0	0	0.0	0	0.0
CPT1B	ENST00000312108	18	0		0		0		2679	0	0.0	0	0.0	0	0.0
CPT1C	ENST00000598293	18	0		0		2	10,12	2772	0	0.0	0	0.0	308	11.1
CPT2	ENST00000371486	5	0		0		0		2077	0	0.0	0	0.0	0	0.0
CR1	ENST00000367049	47	0		4	14,33,37,41	14	2,4,8,14,16,30,33,34,37,38,40,41,42,43	8410	0	0.0	1112	13.2	2733	32.5
CR2	ENST00000367057	19	0		0		2	2,14	3659	0	0.0	0	0.0	820	22.4
CRACR2A	ENST00000440314	17	1	6	1	6	2	6,14	2536	204	8.0	204	8.0	555	21.9
CRADD	ENST00000332896	2	0		0		1	2	640	0	0.0	0	0.0	318	49.7
CRAT	ENST00000318080	14	0		1	2	1	2	2161	0	0.0	284	13.1	284	13.1
CRB1	ENST00000367400	12	0		1	9	2	2,9	4461	0	0.0	927	20.8	1529	34.3
CRB2	ENST00000373631	13	0		2	1,10	7	1,2,3,7,9,10,12	4118	0	0.0	921	22.4	2707	65.7
CRBN	ENST00000231948	11	0		0		0		1549	0	0.0	0	0.0	0	0.0
CREB1	ENST00000353267	7	0		1	6	3	5,6,7	1124	0	0.0	203	18.1	537	47.8
CREB3L1	ENST00000621158	12	0		0		4	3,5,6,11	1800	0	0.0	0	0.0	838	46.6
CREB3L3	ENST00000078445	10	0		0		1	10	1586	0	0.0	0	0.0	334	21.1
CREBBP	ENST00000262367	31	0		0		0		7949	0	0.0	0	0.0	0	0.0
CREBRF	ENST00000296953	8	0		0		2	5,6	2080	0	0.0	0	0.0	425	20.4
CRELD1	ENST00000452070	10	0		0		0		1463	0	0.0	0	0.0	0	0.0
CRH	ENST00000276571	1	0		0		1	2	611	0	0.0	0	0.0	611	100.0
CRHR1	ENST00000314537	13	1	9	5	2,9,11,12,13	13	1,2,3,4,5,6,7,8,9,10,11,12,13	1508	93	6.2	580	38.5	1508	100.0
CRIM1	ENST00000280527	17	0		1	1	8	1,2,6,9,13,14,16,17	3451	0	0.0	351	10.2	1787	51.8
CRIP3	ENST00000372569	8	0		1	4	1	4	775	0	0.0	152	19.6	152	19.6
CRIPT	ENST00000238892	5	1	3	1	3	1	3	406	75	18.5	75	18.5	75	18.5
CRIPTO	ENST00000296145	6	0		0		0		687	0	0.0	0	0.0	0	0.0
CRLF1	ENST00000392386	9	2	1,7	2	1,7	3	1,2,7	1449	343	23.7	343	23.7	645	44.5
CRLS1	ENST00000378863	7	1	1	1	1	2	1,2	1046	326	31.2	326	31.2	484	46.3
CRNKL1	ENST00000536226	14	0		0		4	5,6,8,14	2344	0	0.0	0	0.0	786	33.5
CRPPA	ENST00000407010	10	1	1	1	1	3	1,2,9	1556	277	17.8	277	17.8	726	46.7
CRTAP	ENST00000320954	7	0		1	1	1	1	1346	0	0.0	491	36.5	491	36.5
CRTC1	ENST00000321949	14	0		0		1	8	2185	0	0.0	0	0.0	241	11.0
CRX	ENST00000221996	3	0		0		0		960	0	0.0	0	0.0	0	0.0
CRY1	ENST00000008527	12	0		1	1	3	1,5,7	2001	0	0.0	178	8.9	619	30.9
CRYAA	ENST00000291554	3	0		0		0		582	0	0.0	0	0.0	0	0.0
CRYAB	ENST00000650687	3	0		0		0		588	0	0.0	0	0.0	0	0.0
CRYBA1	ENST00000225387	6	0		0		0		768	0	0.0	0	0.0	0	0.0
CRYBA2	ENST00000295728	4	1	1	1	1	1	1	674	181	26.9	181	26.9	181	26.9
CRYBA4	ENST00000354760	5	0		0		0		691	0	0.0	0	0.0	0	0.0
CRYBB1	ENST00000647684	5	0		0		0		859	0	0.0	0	0.0	0	0.0
CRYBB2	ENST00000398215	5	0		0		0		718	0	0.0	0	0.0	0	0.0
CRYBB3	ENST00000215855	5	0		0		0		736	0	0.0	0	0.0	0	0.0
CRYGA	ENST00000304502	3	0		0		1	3	585	0	0.0	0	0.0	293	50.1
CRYGB	ENST00000260988	3	0		1	3	1	3	588	0	0.0	296	50.3	296	50.3
CRYGC	ENST00000282141	3	0		0		0		585	0	0.0	0	0.0	0	0.0
CRYGD	ENST00000264376	3	0		0		0		585	0	0.0	0	0.0	0	0.0
CRYGS	ENST00000307944	3	0		0		0		597	0	0.0	0	0.0	0	0.0
CRYM	ENST00000572914	8	0		0		0		1105	0	0.0	0	0.0	0	0.0
CRYZ	ENST00000340866	8	0		1	6	4	3,4,6,9	1150	0	0.0	170	14.8	709	61.7
CS	ENST00000351328	11	0		0		1	6	1621	0	0.0	0	0.0	209	12.9
CSAD	ENST00000444623	14	0		1	7	1	7	1762	0	0.0	127	7.2	127	7.2
CSDE1	ENST00000358528	18	1	5	1	5	3	5,14,17	2757	113	4.1	113	4.1	508	18.4
CSF1R	ENST00000675795	21	0		0		1	1	3339	0	0.0	0	0.0	69	2.1
CSF2RA	ENST00000381529	11	0		0		0		1423	0	0.0	0	0.0	0	0.0
CSF2RB	ENST00000403662	13	0		0		0		2954	0	0.0	0	0.0	0	0.0
CSF3	ENST00000394149	5	0		1	3	2	2,3	715	0	0.0	128	17.9	303	42.4
